order Id,order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD17258,2024-10-09,2024-10-13,CUST846,Edward Barnes,Consumer,PROD14505,Rice Bag,Grocery,North,Tennessee,New Kevinstad,8,729,20,4665.6,3574.93,1090.67,Cash,Cancelled,Berger-Johnson,maldonadodavid@baker.info,11,No,0
ORD17259,2025-08-28,2025-09-02,CUST794,Carol Smith,Home Office,PROD18328,BookSelf,Furniture,East,Alaska,Lake Jennifer,8,15901,0,127208.0,83892.53,43315.47,UPI,Delivered,"Williams, Robinson and Proctor",jessicaguzman@peterson.info,43,No,0
ORD17260,2024-07-09,2024-07-12,CUST541,Sara Savage,Consumer,PROD16298,Stapler,Office Supplies,South,Georgia,Peterville,9,445,0,4005.0,2148.43,1856.57,UPI,Returned,Jones and Sons,ldouglas@peterson-knapp.com,32,No,0
ORD17261,2024-07-11,2024-07-18,CUST306,Michael Powell,Home Office,PROD13115,Notebook,Office Supplies,East,Montana,Carterburgh,8,772,15,5249.6,2132.36,3117.24,Credit Card,Returned,Johnston-Thompson,otaylor@hawkins.info,44,No,0
ORD17262,2026-02-15,2026-02-17,CUST528,Adam Edwards,Corporate,PROD19814,BookSelf,Furniture,West,Kansas,Smithburgh,7,9994,25,52468.5,37330.51,15137.99,Credit Card,Cancelled,Ross PLC,thomasjustin@thompson-rogers.info,34,No,0
ORD17263,2024-10-11,2024-10-18,CUST870,Kimberly Smith,Home Office,PROD18452,Pen,Office Supplies,East,Illinois,West Ashley,1,163,10,146.7,70.57,76.13,Net Banking,Returned,Blevins-Avila,muellerdavid@carter.org,16,No,0
ORD17264,2025-11-10,2025-11-13,CUST265,Tonya Harris,Consumer,PROD17587,Keyboard,Electronics,West,Pennsylvania,Lake Charlotteport,7,42241,10,266118.3,240245.33,25872.97,Credit Card,Returned,"Morgan, Perez and Wilson",sbell@ochoa-franco.com,47,No,0
ORD17265,2026-02-10,2026-02-12,CUST712,Robin Jacobs,Consumer,PROD17760,Rice Bag,Grocery,South,Wisconsin,Cliffordside,10,572,0,5720.0,4364.4,1355.6,UPI,Returned,Evans LLC,bwebb@werner.com,49,No,0
ORD17266,2025-04-03,2025-04-05,CUST359,Stephen Little,Home Office,PROD19625,Calculater,Office Supplies,South,Oklahoma,Lake Steven,8,1871,0,14968.0,10457.83,4510.17,UPI,Returned,Keller-Ross,leejames@esparza-boyd.org,13,No,0
ORD17267,2024-09-18,2024-09-21,CUST606,Donna Douglas,Home Office,PROD18526,Cooking Oil,Grocery,South,Arkansas,Brownstad,8,709,10,5104.8,3977.67,1127.13,UPI,Returned,"Walker, Hill and Gonzalez",moorecharles@bates.org,2,Yes,43
ORD17268,2025-03-15,2025-03-20,CUST826,James Lopez,Corporate,PROD19278,Rice Bag,Grocery,North,Utah,Port Brianchester,2,779,15,1324.3,1170.25,154.05,Credit Card,Cancelled,Estes-Ferrell,christinawolfe@harrington-rogers.org,7,Yes,45
ORD17269,2024-11-14,2024-11-20,CUST243,Nicholas Anthony,Corporate,PROD19109,Juice Pack,Grocery,North,South Dakota,Helenview,6,634,10,3423.6,2686.83,736.77,UPI,Cancelled,Cox-Perez,deborahvasquez@davis.biz,10,No,0
ORD17270,2025-02-28,2025-03-04,CUST487,Chad Saunders,Consumer,PROD16425,Study Table,Furniture,North,Ohio,Dukehaven,4,9133,0,36532.0,20363.37,16168.63,Cash,Cancelled,"Jones, Garza and Garrett",bbrown@bowman-kelley.com,28,No,0
ORD17271,2024-08-16,2024-08-22,CUST867,Andrea Stephens,Consumer,PROD14976,Notebook,Office Supplies,South,West Virginia,Mckeefurt,1,413,20,330.4,196.63,133.77,Net Banking,Delivered,Murphy-Baker,christine85@cruz.biz,31,No,0
ORD17272,2026-03-21,2026-03-24,CUST696,Hannah Sheppard,Consumer,PROD19649,BookSelf,Furniture,North,Texas,East Stacyland,10,19266,5,183027.0,122184.67,60842.33,UPI,Cancelled,Schmidt Inc,therring@allen.net,23,No,0
ORD17273,2025-03-26,2025-04-01,CUST638,Andrew Le,Consumer,PROD19587,Snacks,Grocery,South,Missouri,Tylerstad,8,332,10,2390.4,1932.83,457.57,Cash,Returned,"Smith, Bell and Rivera",dwaters@carlson.net,11,No,0
ORD17274,2025-12-20,2025-12-26,CUST681,Zachary Stone,Home Office,PROD13559,Rice Bag,Grocery,North,West Virginia,Sandersbury,5,201,20,804.0,712.56,91.44,Net Banking,Cancelled,"Rosales, Stephens and Andersen",jacksontommy@ayala.net,4,Yes,48
ORD17275,2025-12-13,2025-12-15,CUST356,Diane Payne,Home Office,PROD12993,Headphones,Electronics,East,Rhode Island,Peterfurt,8,29484,15,200491.2,165728.81,34762.39,Net Banking,Cancelled,"Nelson, Jones and Robinson",sherry27@nguyen.biz,7,Yes,38
ORD17276,2024-12-08,2024-12-15,CUST665,Kristy Thomas,Home Office,PROD14981,Cooking Oil,Grocery,North,Colorado,Edwardfurt,7,356,5,2367.4,1831.78,535.62,Credit Card,Cancelled,Peterson and Sons,xnelson@foster.com,36,No,0
ORD17277,2026-01-22,2026-01-28,CUST943,Jacqueline Sullivan,Home Office,PROD18771,Stapler,Office Supplies,East,New Jersey,Christinabury,10,922,5,8759.0,4262.2,4496.8,Credit Card,Returned,Jennings Group,leahcollins@estrada-frazier.com,30,No,0
ORD17278,2024-06-03,2024-06-06,CUST677,Daniel Taylor,Home Office,PROD16463,Dining Table,Furniture,North,Delaware,Karafurt,4,14893,0,59572.0,46244.48,13327.52,Credit Card,Pending,Harris-Rice,dburnett@hudson-wiggins.com,26,No,0
ORD17279,2025-08-01,2025-08-08,CUST769,Donald Waller,Corporate,PROD13156,Headphones,Electronics,North,Mississippi,East Annetteberg,3,21613,0,64839.0,54602.3,10236.7,Credit Card,Delivered,Baker-Boyd,hallbrooke@dunn.biz,39,No,0
ORD17280,2026-01-04,2026-01-11,CUST409,Kimberly Wise,Home Office,PROD13526,BookSelf,Furniture,North,Ohio,Port Kevin,3,18300,5,52155.0,39380.98,12774.02,UPI,Delivered,Patterson-Lewis,morrismichele@rodriguez.info,15,No,0
ORD17281,2024-05-15,2024-05-16,CUST492,Allison Rasmussen,Corporate,PROD19756,Rice Bag,Grocery,North,Oregon,North Dianaland,3,896,20,2150.4,1842.77,307.63,Credit Card,Pending,Jones-Campbell,taylordaniel@moore-barker.info,41,No,0
ORD17282,2024-10-14,2024-10-17,CUST680,Tyler Bonilla,Corporate,PROD12551,File Folder,Office Supplies,North,Vermont,Davidberg,1,1923,10,1730.7,1095.64,635.06,Cash,Cancelled,"Wilson, Gross and Gillespie",rcabrera@welch-guzman.com,34,No,0
ORD17283,2025-10-04,2025-10-09,CUST983,Teresa Sloan,Consumer,PROD17281,Calculater,Office Supplies,North,South Dakota,Port Lindseymouth,9,1399,15,10702.35,6913.14,3789.21,Credit Card,Pending,Abbott-Sawyer,qbaxter@maldonado.com,29,No,0
ORD17284,2024-09-09,2024-09-11,CUST767,Elaine Salas,Corporate,PROD15807,Dining Table,Furniture,South,Kansas,Lake Dominicside,9,12452,5,106464.6,60543.44,45921.16,Cash,Cancelled,Graham Ltd,nicholasmcgrath@lawson.org,0,Yes,45
ORD17285,2024-07-16,2024-07-22,CUST543,Brittany Hanson,Home Office,PROD14213,Moniter,Electronics,East,Indiana,South Allisonborough,1,44039,15,37433.15,31801.23,5631.92,UPI,Pending,Finley-Reyes,rpowell@turner.com,16,No,0
ORD17286,2025-01-30,2025-02-03,CUST959,Jay Esparza,Corporate,PROD16554,Office Chair,Furniture,North,North Carolina,West Janet,6,18160,10,98064.0,52952.82,45111.18,Credit Card,Returned,Henderson LLC,robertsjohn@stanley.com,16,No,0
ORD17287,2025-12-19,2025-12-20,CUST122,Melissa Patel DDS,Home Office,PROD17060,Moniter,Electronics,South,Pennsylvania,Johnsonshire,10,22593,0,225930.0,212852.34,13077.66,Net Banking,Pending,"Ferguson, Hobbs and Reed",xhorn@harris-hale.com,18,No,0
ORD17288,2024-11-19,2024-11-25,CUST323,Christopher Maynard,Consumer,PROD18158,Snacks,Grocery,South,Mississippi,Rogersstad,9,887,20,6386.4,4881.5,1504.9,UPI,Cancelled,Parker-Melton,michael86@taylor-cruz.info,41,No,0
ORD17289,2025-02-25,2025-02-26,CUST440,Gary Hudson,Corporate,PROD14984,Mouse,Electronics,West,Delaware,Parkerbury,6,28702,10,154990.8,136110.0,18880.8,Cash,Cancelled,English Ltd,reidjessica@allen.com,25,No,0
ORD17290,2024-10-21,2024-10-25,CUST738,Derek Booker,Consumer,PROD19117,Notebook,Office Supplies,South,Pennsylvania,New Taylor,10,1290,10,11610.0,6605.93,5004.07,Cash,Returned,Smith-Thomas,psmith@shaffer-blake.biz,6,Yes,27
ORD17291,2025-08-02,2025-08-08,CUST712,Jamie Marshall,Consumer,PROD13250,Pen,Office Supplies,East,New Jersey,Combsview,10,409,10,3681.0,1593.39,2087.61,UPI,Pending,Anderson and Sons,rodriguezdawn@williams.com,37,No,0
ORD17292,2025-07-04,2025-07-05,CUST539,Deborah Castillo,Consumer,PROD16802,Sofa,Furniture,North,Nevada,South Andrew,2,12908,15,21943.6,14041.46,7902.14,Net Banking,Cancelled,Anderson-Franklin,rebecca69@davis.com,20,No,0
ORD17293,2024-07-23,2024-07-27,CUST256,Derek Lewis,Consumer,PROD19861,Juice Pack,Grocery,West,Michigan,Porterton,1,535,5,508.25,441.33,66.92,UPI,Returned,Smith-Mcclain,hendersonsabrina@perez.com,8,Yes,47
ORD17294,2024-12-02,2024-12-04,CUST292,William Chaney,Home Office,PROD13391,Keyboard,Electronics,South,Rhode Island,Donnaland,3,33169,0,99507.0,80748.44,18758.56,Credit Card,Cancelled,Fox PLC,jared56@james-little.net,50,No,0
ORD17295,2024-11-10,2024-11-12,CUST285,Joseph Smith,Home Office,PROD12270,Office Chair,Furniture,North,South Carolina,Fullerport,8,9714,15,66055.2,41371.15,24684.05,Credit Card,Delivered,Brown-Jimenez,mackscott@vincent.info,19,No,0
ORD17296,2026-02-24,2026-02-25,CUST659,Sharon Payne,Home Office,PROD12088,Sugar,Grocery,North,New Mexico,Josephtown,7,979,20,5482.4,4719.85,762.55,Net Banking,Cancelled,Porter Ltd,damon78@cohen-campbell.com,48,No,0
ORD17297,2026-01-26,2026-02-02,CUST990,Scott Farrell,Consumer,PROD11919,Pen,Office Supplies,North,Texas,Leville,4,489,5,1858.2,1112.03,746.17,UPI,Delivered,Lopez PLC,jamesjenkins@floyd.com,38,No,0
ORD17298,2025-12-02,2025-12-03,CUST367,Daniel Griffin,Home Office,PROD17254,Calculater,Office Supplies,North,Kentucky,South Benjaminbury,5,1505,5,7148.75,2902.92,4245.83,Cash,Cancelled,Roberts-Davidson,johnwilliams@sanders-smith.net,29,No,0
ORD17299,2025-04-21,2025-04-28,CUST943,Lindsey Mendez,Home Office,PROD14230,Study Table,Furniture,North,Nebraska,Lake Michelleview,6,6891,0,41346.0,25260.77,16085.23,UPI,Pending,"Chavez, Hernandez and Spencer",wellscory@haas.com,18,No,0
ORD17300,2025-03-27,2025-03-29,CUST748,Richard Griffin,Consumer,PROD11474,Headphones,Electronics,North,West Virginia,Fernandezfort,4,44384,25,133152.0,106818.7,26333.3,UPI,Cancelled,Bryant Inc,james98@davidson.com,41,No,0
ORD17301,2024-09-02,2024-09-05,CUST976,Lawrence Mack,Corporate,PROD18070,Office Chair,Furniture,West,Maine,Rachelmouth,10,19409,0,194090.0,102357.91,91732.09,UPI,Pending,Martinez-Alexander,mho@mcintosh.com,16,No,0
ORD17302,2025-11-04,2025-11-10,CUST318,Todd Robinson,Home Office,PROD11307,Moniter,Electronics,West,Rhode Island,Woodsside,7,31188,20,174652.8,150145.81,24506.99,Net Banking,Pending,Walker-Harding,beth86@davis.com,9,Yes,48
ORD17303,2025-03-05,2025-03-08,CUST445,Kelly Harris,Home Office,PROD19259,Keyboard,Electronics,West,Indiana,East Thomasland,7,22113,25,116093.25,93964.54,22128.71,UPI,Delivered,"Brown, Gonzalez and Perez",lriggs@hall.com,12,No,0
ORD17304,2024-07-17,2024-07-21,CUST320,Christine Palmer,Home Office,PROD17139,Notebook,Office Supplies,North,Washington,Sheriview,8,932,15,6337.6,3679.72,2657.88,Net Banking,Cancelled,Joyce Ltd,taylorkaitlyn@rogers-taylor.com,8,Yes,35
ORD17305,2025-10-12,2025-10-18,CUST710,Alice Smith,Corporate,PROD17986,Mouse,Electronics,North,New Jersey,Campbellfurt,3,14467,20,34720.8,28988.74,5732.06,Net Banking,Cancelled,Underwood Inc,james64@larsen.com,24,No,0
ORD17306,2026-04-03,2026-04-10,CUST499,Alison Serrano,Corporate,PROD14393,Stapler,Office Supplies,West,New Mexico,East Williamside,9,1863,25,12575.25,5181.27,7393.98,UPI,Delivered,Hunt-Howard,ayalatravis@ruiz.com,22,No,0
ORD17307,2025-01-28,2025-02-01,CUST116,Laura Dalton,Corporate,PROD13997,Pen,Office Supplies,North,Illinois,Port Davidfurt,2,1863,10,3353.4,1389.28,1964.12,Cash,Returned,Jones Group,rhondarobinson@mcknight.com,17,No,0
ORD17308,2025-05-15,2025-05-17,CUST117,Robert Erickson,Home Office,PROD14538,Sugar,Grocery,South,Washington,Tinabury,6,985,20,4728.0,3673.61,1054.39,UPI,Cancelled,Hogan Group,idavis@simmons.com,44,No,0
ORD17309,2024-09-05,2024-09-12,CUST106,James Velazquez,Consumer,PROD16004,Moniter,Electronics,West,Kentucky,East Alexis,3,47169,25,106130.25,97605.29,8524.96,Cash,Returned,Reyes PLC,joshuawatts@edwards.org,33,No,0
ORD17310,2025-10-11,2025-10-17,CUST127,Jessica Gray MD,Home Office,PROD16767,Stapler,Office Supplies,West,Nevada,West Dylanfort,2,598,0,1196.0,704.15,491.85,UPI,Delivered,"Erickson, Martin and Johnson",annetteparker@stout.biz,42,No,0
ORD17311,2025-12-16,2025-12-22,CUST870,Anna Welch,Home Office,PROD15155,Cooking Oil,Grocery,North,South Dakota,South Danny,3,250,10,675.0,514.56,160.44,UPI,Cancelled,Barrett-Martin,mercadodawn@kline.com,35,No,0
ORD17312,2024-09-08,2024-09-14,CUST477,Paul Lambert,Corporate,PROD16504,Headphones,Electronics,South,Idaho,Knightburgh,3,11265,5,32105.25,28011.5,4093.75,Net Banking,Delivered,"Clark, Garcia and Carroll",wmontgomery@holloway-gonzalez.info,49,No,0
ORD17313,2025-02-13,2025-02-19,CUST252,Andrew Hurst,Home Office,PROD15262,Stapler,Office Supplies,South,South Carolina,North Debrahaven,3,1446,10,3904.2,1965.4,1938.8,Net Banking,Returned,"Cox, Oconnor and Hill",patricia25@townsend.org,34,No,0
ORD17314,2025-04-13,2025-04-18,CUST423,Stephanie Wilson,Consumer,PROD18774,Calculater,Office Supplies,South,Ohio,Blackfurt,7,1798,5,11956.7,6498.62,5458.08,UPI,Returned,Rojas-Williams,perezmichele@page.org,18,No,0
ORD17315,2024-05-27,2024-06-01,CUST996,Kristina Rubio,Corporate,PROD14792,Calculater,Office Supplies,West,Oregon,Gonzalezside,9,560,5,4788.0,2402.73,2385.27,Net Banking,Delivered,Perez Inc,xbrooks@greene-little.com,29,No,0
ORD17316,2026-01-24,2026-01-26,CUST690,Blake Le,Home Office,PROD18673,Study Table,Furniture,North,Tennessee,South Christopher,8,17882,5,135903.2,86136.09,49767.11,Net Banking,Pending,Hernandez and Sons,cameronlopez@berry-navarro.info,46,No,0
ORD17317,2025-02-22,2025-03-01,CUST219,Alisha White,Consumer,PROD19284,Juice Pack,Grocery,West,Utah,New Autumn,5,301,10,1354.5,1051.91,302.59,Credit Card,Pending,Peterson-Lewis,ericmorrison@castillo.com,6,Yes,41
ORD17318,2024-10-22,2024-10-27,CUST346,Terry Stephens,Corporate,PROD18596,Notebook,Office Supplies,East,North Carolina,New Jameschester,7,1046,10,6589.8,3184.87,3404.93,UPI,Returned,Perez PLC,josephcrosby@fleming-armstrong.com,21,No,0
ORD17319,2025-09-15,2025-09-21,CUST338,Brian James,Corporate,PROD19074,Laptop,Electronics,South,North Carolina,Port Garrettview,6,29934,20,143683.2,118380.98,25302.22,Net Banking,Pending,Rogers-Allen,rebeccamendez@travis-baker.net,37,No,0
ORD17320,2024-10-03,2024-10-10,CUST994,Alison Riley,Corporate,PROD17049,Moniter,Electronics,South,South Dakota,Port Kim,7,18084,20,101270.4,86829.57,14440.83,Credit Card,Returned,Garcia Group,james92@cruz.biz,49,No,0
ORD17321,2024-11-02,2024-11-05,CUST908,Jasmin Costa,Corporate,PROD13869,Calculater,Office Supplies,North,Nebraska,North Patrick,4,1690,10,6084.0,3058.8,3025.2,Credit Card,Pending,Miles-Rice,hjones@baker.com,0,Yes,20
ORD17322,2025-07-12,2025-07-19,CUST400,Ian Walker,Corporate,PROD17864,Mouse,Electronics,South,Oregon,Christopherville,3,39562,15,100883.1,87605.96,13277.14,Credit Card,Delivered,"Davis, Reed and Chan",twilliams@robinson-dougherty.org,35,No,0
ORD17323,2024-11-01,2024-11-05,CUST969,Kathleen Suarez,Home Office,PROD17501,Study Table,Furniture,South,Louisiana,Christopherland,6,16364,15,83456.4,50050.04,33406.36,Net Banking,Pending,Herrera PLC,weekschristian@austin.com,8,Yes,20
ORD17324,2025-02-09,2025-02-13,CUST641,Bryce Gomez,Corporate,PROD13200,Mouse,Electronics,West,Connecticut,Vanceshire,1,14877,0,14877.0,12630.19,2246.81,Cash,Pending,Harris-Dillon,candace21@king.com,27,No,0
ORD17325,2025-02-05,2025-02-10,CUST155,Jason Watson,Consumer,PROD13979,Pen,Office Supplies,North,South Dakota,New Kaitlyn,10,580,15,4930.0,2613.89,2316.11,Net Banking,Cancelled,Smith and Sons,stephaniemoses@brown-lopez.com,9,Yes,36
ORD17326,2025-12-09,2025-12-16,CUST594,Robin Johnson,Home Office,PROD15074,Keyboard,Electronics,West,West Virginia,North Joshua,2,47767,25,71650.5,66029.83,5620.67,Credit Card,Returned,Dixon-Hodge,melaniereyes@hoover.com,30,No,0
ORD17327,2026-03-31,2026-04-05,CUST408,Cody Macdonald,Home Office,PROD13167,Snacks,Grocery,North,Oklahoma,Mcclainstad,9,930,25,6277.5,5407.36,870.14,UPI,Delivered,"Jacobs, Morgan and Walters",qmartin@miller.com,48,No,0
ORD17328,2025-06-04,2025-06-06,CUST125,Amy Hunt,Home Office,PROD13490,Cooking Oil,Grocery,East,Missouri,Stevenberg,4,912,25,2736.0,2176.59,559.41,UPI,Returned,Hopkins Inc,marcusaustin@powell-cervantes.com,47,No,0
ORD17329,2025-04-29,2025-05-04,CUST625,Paul Marks,Consumer,PROD15007,Moniter,Electronics,West,Montana,North Debra,5,19846,20,79384.0,67867.88,11516.12,Net Banking,Cancelled,Silva-Miller,iherrera@perry-brock.com,40,No,0
ORD17330,2025-02-24,2025-03-02,CUST243,Michael Perry,Consumer,PROD14026,Dining Table,Furniture,South,Missouri,South Jessica,6,18144,20,87091.2,59956.91,27134.29,Credit Card,Returned,Mann Ltd,xlong@arellano-smith.com,14,No,0
ORD17331,2026-02-27,2026-03-06,CUST169,Vickie Chavez,Consumer,PROD13761,Sugar,Grocery,South,Oklahoma,Emilytown,10,451,15,3833.5,3202.32,631.18,Credit Card,Cancelled,"Moore, Bryant and Flores",cynthiastephens@welch.com,32,No,0
ORD17332,2024-12-20,2024-12-27,CUST354,Theresa Frost,Consumer,PROD13250,Stapler,Office Supplies,South,Iowa,New Natalie,9,1193,0,10737.0,4643.41,6093.59,UPI,Returned,Jackson Inc,bruceingram@carter.org,8,Yes,26
ORD17333,2026-01-26,2026-02-01,CUST549,Amanda Black,Home Office,PROD18103,Notebook,Office Supplies,South,Alaska,Webbbury,9,1457,0,13113.0,7243.85,5869.15,Net Banking,Returned,Gordon and Sons,jessica55@neal.net,7,Yes,48
ORD17334,2025-04-07,2025-04-11,CUST361,James Levine,Consumer,PROD13005,Study Table,Furniture,North,Delaware,Lake Krystalmouth,1,9596,15,8156.6,4904.27,3252.33,Net Banking,Cancelled,Nunez-Leon,cnewman@rivera.com,7,Yes,38
ORD17335,2026-03-24,2026-03-30,CUST303,John Smith,Consumer,PROD17060,Laptop,Electronics,North,North Dakota,Johnsonfort,10,13384,15,113764.0,102109.11,11654.89,UPI,Pending,"James, Garcia and Lowery",rebekah20@pope-parker.org,38,No,0
ORD17336,2025-03-01,2025-03-04,CUST694,Kevin Bell,Corporate,PROD15104,Snacks,Grocery,North,Texas,Brownmouth,9,965,10,7816.5,6379.88,1436.62,Cash,Cancelled,Olsen-Nelson,ywilliams@andersen-miller.com,45,No,0
ORD17337,2024-06-26,2024-06-29,CUST827,David Thomas,Consumer,PROD11572,BookSelf,Furniture,South,Wisconsin,North Brenda,6,14105,25,63472.5,42284.08,21188.42,Credit Card,Returned,Davis-Ward,jameswhitehead@snyder.com,26,No,0
ORD17338,2025-10-13,2025-10-16,CUST960,Chad Ellis,Home Office,PROD14151,Mouse,Electronics,East,Oklahoma,Craigbury,6,27917,20,134001.6,109638.53,24363.07,UPI,Pending,Lawson Ltd,vlowe@ramirez.net,45,No,0
ORD17339,2025-06-24,2025-06-25,CUST300,Sheri Matthews,Corporate,PROD14403,Office Chair,Furniture,West,Massachusetts,Adkinsburgh,1,17080,15,14518.0,7696.76,6821.24,Net Banking,Delivered,Rivera LLC,zoe89@byrd.com,14,No,0
ORD17340,2025-05-02,2025-05-09,CUST464,Richard Smith,Home Office,PROD19251,Office Chair,Furniture,South,Wisconsin,Lake Peter,8,16978,20,108659.2,70233.86,38425.34,Credit Card,Cancelled,Obrien Group,diana21@anderson.com,10,No,0
ORD17341,2026-01-17,2026-01-22,CUST875,Terry Schultz,Corporate,PROD11531,Office Chair,Furniture,South,Louisiana,Jacquelineton,8,6760,20,43264.0,26764.6,16499.4,Credit Card,Delivered,"Young, Doyle and Zimmerman",andrew92@johnson.com,15,No,0
ORD17342,2026-03-09,2026-03-11,CUST783,Mark Graves,Home Office,PROD17092,Rice Bag,Grocery,North,Hawaii,Arianaside,4,126,15,428.4,349.8,78.6,UPI,Pending,Wilson LLC,imueller@lambert.com,43,No,0
ORD17343,2026-04-01,2026-04-04,CUST997,Dean Stevens,Consumer,PROD16031,Cooking Oil,Grocery,South,Rhode Island,Andrewburgh,7,820,0,5740.0,4927.63,812.37,Credit Card,Returned,"Malone, Travis and Nelson",xfuller@mcdonald-johnson.net,5,Yes,34
ORD17344,2025-01-09,2025-01-15,CUST557,Megan Rogers,Home Office,PROD16984,Headphones,Electronics,North,Missouri,Hestertown,1,41802,15,35531.7,31763.93,3767.77,Credit Card,Returned,Carrillo and Sons,hannahchavez@smith.info,13,No,0
ORD17345,2024-07-01,2024-07-08,CUST212,Charles Rocha,Corporate,PROD16650,Pen,Office Supplies,North,Alabama,Lewismouth,1,434,20,347.2,153.4,193.8,Net Banking,Pending,Jones-Hensley,stefaniegarrison@figueroa-lee.com,9,Yes,37
ORD17346,2025-09-02,2025-09-03,CUST941,Joyce Smith,Home Office,PROD11331,Keyboard,Electronics,North,Virginia,Port Vincent,2,11723,5,22273.7,18611.1,3662.6,Credit Card,Returned,Bray-Daniels,vaughnmisty@shaw-lyons.biz,22,No,0
ORD17347,2025-01-14,2025-01-17,CUST163,Brandon Stewart,Home Office,PROD11558,Laptop,Electronics,South,Texas,Barrettview,1,17313,15,14716.05,12004.81,2711.24,UPI,Delivered,"Hunt, Gaines and Porter",katrina16@smith-roberts.com,35,No,0
ORD17348,2024-04-18,2024-04-22,CUST449,Kimberly Gross,Consumer,PROD17945,Pen,Office Supplies,North,Alabama,Port Louis,10,320,25,2400.0,1622.86,777.14,Credit Card,Pending,Andrews-Brady,fmorris@hardy.com,38,No,0
ORD17349,2026-01-31,2026-02-01,CUST534,Stacy Powell,Home Office,PROD17005,Moniter,Electronics,West,Tennessee,East Patricia,10,10385,0,103850.0,86274.81,17575.19,UPI,Cancelled,Perez-Hart,eileenwright@hampton.org,12,No,0
ORD17350,2025-06-13,2025-06-17,CUST738,Donald Spence,Home Office,PROD14230,Juice Pack,Grocery,South,Louisiana,Staffordtown,3,757,0,2271.0,1817.54,453.46,Cash,Cancelled,Galvan Ltd,joanna32@payne.com,23,No,0
ORD17351,2024-09-03,2024-09-04,CUST104,Dennis Sutton,Home Office,PROD16531,Juice Pack,Grocery,South,Pennsylvania,Sandersview,5,881,20,3524.0,2721.47,802.53,Credit Card,Delivered,Hart PLC,paul00@davila-winters.com,48,No,0
ORD17352,2025-09-06,2025-09-11,CUST278,Brandon Jones,Home Office,PROD19421,Office Chair,Furniture,East,Nevada,Jasonborough,9,8727,25,58907.25,40886.91,18020.34,Credit Card,Cancelled,"Larsen, Ford and Myers",melindaspencer@hughes.com,3,Yes,33
ORD17353,2024-12-27,2024-12-30,CUST426,Whitney Rodriguez,Consumer,PROD16276,Cooking Oil,Grocery,South,West Virginia,Nataliebury,1,208,20,166.4,129.59,36.81,Net Banking,Returned,Smith-Parker,ronald80@flores-martinez.com,17,No,0
ORD17354,2025-08-23,2025-08-29,CUST414,Haley Hobbs,Corporate,PROD16153,Snacks,Grocery,South,Washington,Herrerafurt,3,75,10,202.5,173.25,29.25,Cash,Returned,Finley-Fisher,gomezkaren@walker.com,13,No,0
ORD17355,2024-07-12,2024-07-16,CUST317,Mark Diaz,Corporate,PROD11107,Notebook,Office Supplies,West,New Hampshire,Ryanton,9,1943,5,16612.65,9027.1,7585.55,UPI,Pending,Miller-Ruiz,xgarcia@jackson.com,34,No,0
ORD17356,2026-01-19,2026-01-22,CUST989,Elizabeth Abbott,Home Office,PROD12996,Headphones,Electronics,West,Georgia,New Ashley,8,33897,0,271176.0,251415.01,19760.99,Net Banking,Returned,Phillips Ltd,hendersoneric@norton.org,11,No,0
ORD17357,2025-06-04,2025-06-11,CUST267,Tanner Smith,Home Office,PROD18757,Sofa,Furniture,West,Kentucky,Alexanderland,9,11409,0,102681.0,60053.0,42628.0,Cash,Cancelled,"Mcmahon, Nelson and Foster",reidbetty@stewart.org,17,No,0
ORD17358,2024-09-14,2024-09-17,CUST209,Michael Mcneil,Home Office,PROD15580,Pen,Office Supplies,North,Montana,South Christianfurt,2,684,15,1162.8,718.06,444.74,Cash,Delivered,"Morris, Powell and Bean",jenkinsmarie@jones-wright.com,31,No,0
ORD17359,2024-06-07,2024-06-08,CUST461,Patricia Gibson,Home Office,PROD15482,Rice Bag,Grocery,North,Washington,South Jodi,8,73,25,438.0,356.04,81.96,Cash,Pending,Stewart Group,dyoung@james.biz,8,Yes,26
ORD17360,2025-08-24,2025-08-30,CUST980,Nicole Porter,Corporate,PROD11279,Pen,Office Supplies,East,Oregon,Teresastad,3,1897,15,4837.35,3363.89,1473.46,Credit Card,Cancelled,Bailey LLC,olambert@robinson.com,40,No,0
ORD17361,2025-05-25,2025-06-01,CUST754,Miranda Wade,Consumer,PROD12667,Laptop,Electronics,South,Indiana,Nicoleville,1,36018,25,27013.5,24846.74,2166.76,Net Banking,Returned,Davis Group,zdickson@hall.biz,0,Yes,36
ORD17362,2024-09-24,2024-10-01,CUST978,Sandra Sampson,Home Office,PROD13958,Cooking Oil,Grocery,North,Massachusetts,West Amandastad,2,419,0,838.0,746.73,91.27,Credit Card,Cancelled,Jones Ltd,adam68@nelson.com,3,Yes,24
ORD17363,2025-04-21,2025-04-28,CUST704,John Evans,Consumer,PROD11678,Pen,Office Supplies,North,Vermont,Suttonfort,9,785,20,5652.0,2714.56,2937.44,UPI,Returned,Rodriguez LLC,clementskevin@bailey.info,2,Yes,41
